interaction_id,contribution_id,ngo_id,accepted,response_time,success
335,672,357,0,31,0
336,259,247,0,11,1
337,355,279,1,31,0
338,1942,37,1,39,1
339,443,407,0,23,1
340,1668,49,0,17,0
341,99,207,1,34,1
342,1839,44,0,20,1
343,550,235,1,15,1
344,105,55,0,44,1
345,809,487,0,47,1
346,1488,52,1,18,1
347,1454,7,0,39,1
348,1419,124,0,25,1
349,1150,267,1,19,1
350,347,94,0,6,1
351,1542,81,0,37,1
352,1755,373,0,15,1
353,1156,381,0,8,1
354,1705,184,0,46,1
355,534,98,1,10,0
356,901,465,0,21,1
357,1517,87,1,13,1
358,1200,37,1,45,1
359,918,174,0,11,1
360,85,364,0,25,1
361,995,390,1,27,0
362,1035,73,0,28,1
363,622,312,0,45,0
364,1033,312,0,25,0
365,1738,455,0,27,0
366,677,100,1,2,1
367,1353,169,0,18,1
368,1549,238,1,42,1
369,1673,363,1,17,1
370,1269,359,0,41,0
371,137,449,0,31,1
372,742,359,0,39,1
373,1715,362,1,4,0
374,942,116,0,25,0
375,370,41,0,47,1
376,177,444,0,2,1
377,1687,278,1,17,0
378,925,76,1,17,1
379,373,459,0,23,0
380,66,293,1,17,1
381,23,41,0,2,1
382,238,220,0,26,0
383,1527,164,0,21,0
384,12,85,0,36,0
385,448,245,1,9,1
386,1945,259,1,20,0
387,1173,412,0,33,1
388,1495,60,1,5,1
389,802,189,0,39,0
390,225,357,0,31,1
391,1990,376,0,39,0
392,1488,162,1,44,0
393,1568,351,0,34,1
394,711,16,1,34,1
395,1508,417,0,36,0
396,1451,61,0,13,0
397,538,265,0,2,0
398,1723,170,1,42,0
399,1372,395,0,23,0
400,1450,77,1,1,0
401,1123,203,0,13,1
402,672,357,0,3,1
403,1633,89,1,37,0
404,499,236,0,44,1
405,256,446,0,17,1
406,1465,335,0,22,1
407,1280,189,0,18,1
408,1765,39,1,26,1
409,373,476,0,40,0
410,1601,492,1,37,1
411,58,360,0,18,1
412,1047,372,0,14,0
413,190,477,0,24,1
414,1848,20,0,12,1
415,753,132,1,34,0
416,1543,32,1,8,0
417,800,466,1,21,1
418,720,91,1,18,1
419,1885,479,1,37,0
420,1127,239,1,3,0
421,647,144,0,10,1
422,629,431,1,36,1
423,1864,260,1,39,1
424,1260,240,0,25,1
425,537,265,1,48,0
426,1785,150,1,27,0
427,1724,202,1,42,1
428,1126,242,1,3,1
429,1417,473,0,33,1
430,70,219,1,5,0
431,1371,89,1,6,0
432,129,163,0,27,1
433,1717,334,0,4,1
434,651,119,1,10,0
435,1176,210,0,24,0
436,974,300,0,3,0
437,104,176,1,37,1
438,630,45,0,35,0
439,870,352,0,45,0
440,1333,162,1,2,0
441,687,366,0,18,1
442,835,382,0,36,0
443,1776,443,0,26,1
444,1783,237,0,4,0
445,373,367,1,39,1
446,1121,232,0,3,0
447,1887,450,0,32,1
448,1114,119,0,16,0
449,1227,202,1,9,1
450,1350,6,1,17,1
451,1295,109,0,42,1
452,936,220,1,11,1
453,936,391,1,22,1
454,507,90,1,36,1
455,739,381,1,10,0
456,278,132,1,48,0
457,938,129,1,13,0
458,137,432,0,37,0
459,1951,332,0,42,1
460,1764,271,1,30,1
461,823,365,1,3,1
462,39,47,1,42,1
463,148,68,0,43,0
464,98,61,1,5,0
465,372,261,1,12,1
466,838,311,1,37,1
467,71,28,0,25,1
468,274,52,1,6,0
469,1600,442,0,5,0
470,1886,205,0,19,0
471,19,288,1,47,0
472,1030,229,0,37,1
473,294,361,1,43,1
474,1311,437,1,4,0
475,1136,240,1,36,0
476,1501,450,1,43,1
477,1527,447,1,1,0
478,1179,253,0,2,0
479,1971,490,1,17,0
480,258,164,0,41,0
481,146,461,1,34,1
482,277,126,0,43,1
483,265,326,1,48,0
484,689,309,1,40,1
485,190,424,1,5,0
486,167,133,1,7,0
487,336,246,0,29,1
488,855,465,0,36,0
489,189,50,0,43,1
490,1523,188,0,47,0
491,261,278,0,21,0
492,414,242,1,46,1
493,1141,155,0,44,1
494,366,12,0,38,1
495,679,469,0,38,0
496,1436,36,0,12,1
497,240,120,0,6,1
498,481,222,0,25,0
499,1648,155,0,9,0
500,376,384,1,18,1
501,559,89,0,35,1
502,346,393,0,9,1
503,171,250,1,41,0
504,1791,353,1,36,1
505,538,280,1,25,0
506,847,108,1,14,0
507,1265,323,0,15,1
508,801,317,0,36,0
509,1524,366,0,33,1
510,954,172,0,7,1
511,640,38,0,37,0
512,885,318,1,13,1
513,962,337,1,29,1
514,627,464,1,23,0
515,910,374,0,28,0
516,824,328,1,11,1
517,826,238,1,8,1
518,1141,57,1,19,1
519,1822,296,0,4,1
520,629,312,1,47,1
521,1322,53,1,45,0
522,538,199,1,36,0
523,1788,273,0,41,0
524,546,173,1,30,1
525,1805,198,1,13,0
526,1948,295,1,15,1
527,1891,394,0,34,1
528,570,417,1,34,1
529,426,284,0,11,0
530,613,232,1,4,1
531,1585,323,1,17,0
532,1549,384,1,10,1
533,1700,455,1,14,1
534,1188,367,1,22,1
535,831,435,0,8,0
536,1225,352,1,7,1
537,788,359,0,23,0
538,624,479,1,9,0
539,861,321,1,42,1
540,556,266,1,4,1
541,75,465,0,1,0
542,61,201,1,31,1
543,733,409,0,27,0
544,1508,151,1,27,1
545,1095,133,0,25,1
546,1275,347,1,22,0
547,1060,156,0,19,1
548,460,458,0,3,1
549,346,324,0,34,1
550,161,230,0,36,0
551,1412,447,0,29,0
552,971,487,0,6,1
553,180,189,0,26,0
554,1115,254,1,47,0
555,1280,13,1,24,1
556,660,196,0,43,1
557,1812,63,1,39,0
558,1522,285,0,25,1
559,1578,351,1,33,0
560,1618,271,1,27,0
561,839,381,1,6,0
562,1863,272,1,15,0
563,1938,426,1,20,0
564,1776,458,0,3,1
565,1019,144,0,1,1
566,303,354,1,45,1
567,29,280,1,10,1
568,217,375,0,35,0
569,1543,449,0,41,0
570,1155,78,0,37,0
571,230,70,1,43,0
572,259,204,1,31,0
573,1539,470,1,10,0
574,349,162,0,20,0
575,1296,447,0,7,0
576,446,428,1,8,1
577,1933,120,1,10,0
578,866,69,0,44,0
579,1714,396,1,36,1
580,1386,88,0,26,0
581,244,125,0,2,0
582,853,58,1,14,0
583,738,224,1,40,0
584,524,194,1,18,1
585,861,109,0,39,0
586,1230,416,1,21,0
587,570,475,1,17,0
588,1044,213,1,21,0
589,1443,80,1,21,1
590,196,333,0,38,1
591,410,380,1,2,0
592,1135,498,1,28,0
593,366,327,0,22,1
594,98,78,0,11,1
595,1899,419,0,30,1
596,257,166,0,28,0
597,56,431,1,39,0
598,1616,161,0,44,0
599,367,278,0,40,1
600,854,216,1,43,0
601,1894,128,0,40,0
602,1933,95,1,30,1
603,1335,493,0,27,1
604,1257,297,0,36,1
605,399,94,1,3,1
606,1082,229,1,41,1
607,1745,278,1,32,0
608,138,65,1,40,1
609,1105,378,0,4,1
610,799,375,1,6,0
611,1966,496,1,16,1
612,1172,310,1,34,0
613,78,352,1,44,1
614,1123,168,1,16,0
615,173,215,1,8,1
616,581,396,0,48,0
617,1549,352,0,38,0
618,1707,176,1,36,0
619,1641,109,1,41,0
620,665,66,0,34,0
621,1944,451,0,7,1
622,1255,123,0,21,1
623,814,144,0,44,0
624,734,393,0,19,1
625,812,238,1,34,0
626,1468,188,1,11,1
627,1476,228,0,6,1
628,206,90,0,10,1
629,1787,46,1,41,1
630,47,105,0,31,1
631,126,7,1,2,0
632,218,81,0,16,1
633,1402,151,1,1,0
634,1308,116,1,48,1
635,1041,105,0,8,0
636,1416,363,0,10,0
637,172,483,1,5,0
638,1408,47,0,14,1
639,478,268,0,16,1
640,590,67,0,14,1
641,1836,33,0,31,1
642,384,206,0,17,1
643,1963,73,1,29,1
644,1594,229,0,41,1
645,127,92,0,26,0
646,528,294,1,44,0
647,1821,33,0,36,0
648,526,411,0,14,1
649,1664,391,1,38,0
650,1359,147,1,31,0
651,1720,175,0,6,1
652,172,279,0,11,0
653,50,359,1,41,1
654,1198,164,1,29,1
655,145,183,1,12,1
656,1943,275,0,24,0
657,1548,267,0,11,1
658,151,246,1,48,0
659,638,359,1,35,0
660,384,211,0,27,0
661,835,16,1,30,1
662,998,348,1,44,1
663,1809,460,0,22,0
664,1438,106,1,46,1
665,844,252,1,12,1
666,1172,18,1,27,1
667,1622,166,1,24,1
668,1159,215,0,18,0
669,1132,154,1,19,0
670,603,132,0,22,0
671,1045,267,1,11,0
672,722,61,0,9,0
673,1821,32,1,40,1
674,1863,405,1,35,1
675,1330,322,0,29,1
676,98,400,1,10,1
677,372,27,0,22,1
678,586,49,0,24,1
679,858,342,1,31,1
680,936,89,0,22,0
681,240,469,0,43,0
682,613,421,0,41,0
683,947,298,0,30,1
684,602,268,1,19,0
685,1286,75,1,25,0
686,683,72,1,28,1
687,702,427,0,7,0
688,1559,45,0,9,0
689,306,125,1,29,0
690,160,60,0,2,0
691,344,37,0,35,0
692,1665,236,1,35,0
693,580,188,0,41,1
694,557,491,0,8,0
695,1137,188,0,42,0
696,1473,464,0,43,1
697,830,294,1,24,1
698,1225,18,1,42,1
699,1211,390,1,24,0
700,770,226,1,36,1
701,1099,370,0,44,0
702,1670,8,0,47,0
703,431,282,1,1,0
704,169,393,1,36,1
705,1326,215,1,28,1
706,1504,238,0,13,1
707,1164,178,0,33,1
708,875,79,1,38,0
709,1021,359,0,12,1
710,869,312,0,6,1
711,944,332,0,22,1
712,1954,257,1,1,0
713,1444,409,1,37,0
714,85,74,1,42,0
715,502,84,0,5,1
716,1308,217,0,25,0
717,164,147,1,35,0
718,908,43,0,36,0
719,1918,17,1,30,0
720,382,468,1,35,0
721,1258,45,1,39,0
722,905,23,0,22,1
723,1903,70,0,40,1
724,1618,322,1,7,0
725,1705,266,1,7,1
726,111,482,1,40,0
727,146,92,0,23,0
728,598,353,1,17,1
729,1808,227,1,14,0
730,68,276,0,30,0
731,594,380,1,2,1
732,1477,177,0,14,0
733,611,316,0,47,1
734,1596,224,0,1,0
735,333,244,0,22,0
736,1727,183,1,9,1
737,954,389,1,32,1
738,410,423,0,34,0
739,10,318,0,46,1
740,1929,130,1,19,1
741,900,85,0,41,0
742,326,440,1,38,1
743,1623,330,0,46,0
744,177,137,0,36,1
745,920,140,1,23,1
746,149,29,1,26,1
747,1257,22,1,22,1
748,1340,27,1,11,0
749,1279,136,0,13,0
750,188,72,0,4,0
751,1572,97,1,28,1
752,1989,267,0,40,1
753,1278,272,0,47,0
754,85,404,1,39,0
755,804,444,1,46,1
756,1723,102,0,9,1
757,712,293,1,28,1
758,1017,327,1,19,0
759,369,430,1,8,1
760,1575,224,1,35,1
761,397,472,0,35,0
762,1260,188,1,11,1
763,1904,426,0,36,0
764,117,122,0,16,1
765,1245,474,1,13,0
766,565,239,0,30,0
767,1857,243,0,15,1
768,1473,493,0,31,1
769,655,94,1,26,0
770,1595,128,1,28,0
771,1721,431,1,16,1
772,1870,17,0,29,1
773,819,209,0,11,0
774,852,13,0,9,1
775,1994,57,0,21,0
776,408,103,1,23,1
777,1894,315,0,15,1
778,1533,265,1,33,1
779,1980,335,0,26,0
780,1754,476,0,20,0
781,1700,484,1,2,1
782,1238,295,1,18,1
783,1291,316,1,42,1
784,1876,448,0,11,1
785,1559,35,1,33,1
786,606,103,1,9,0
787,1586,236,1,19,0
788,1562,235,1,5,1
789,1130,99,1,32,1
790,401,231,1,33,0
791,1260,348,0,2,1
792,333,418,1,30,1
793,1460,120,1,17,1
794,1013,460,1,3,0
795,1658,495,1,21,0
796,1187,120,1,47,0
797,1698,155,1,47,1
798,1723,497,0,1,1
799,1212,193,0,7,1
800,1952,269,1,10,1
801,1772,152,0,29,0
802,1256,270,0,41,0
803,1905,100,0,36,0
804,341,123,1,3,0
805,649,42,1,3,1
806,1174,285,0,48,1
807,589,346,0,19,0
808,1380,222,1,14,1
809,740,419,0,30,1
810,375,212,0,38,1
811,1212,10,1,36,0
812,255,91,1,37,0
813,1776,217,0,26,0
814,305,254,1,1,1
815,184,401,1,30,1
816,1955,413,1,24,0
817,1306,175,0,41,0
818,1853,173,1,19,0
819,66,22,1,4,1
820,255,450,1,5,1
821,1778,19,0,24,1
822,1025,380,0,3,0
823,676,131,0,12,1
824,355,220,0,45,0
825,1635,314,1,16,1
826,284,285,0,17,1
827,776,427,0,28,0
828,268,178,0,4,1
829,502,185,0,47,0
830,749,294,0,14,1
831,514,342,0,47,1
832,899,232,0,15,0
833,1073,197,0,40,0
834,932,477,0,41,0
835,1249,204,0,13,1
836,1205,373,0,14,1
837,121,485,1,11,1
838,1961,335,1,32,1
839,1951,432,1,33,0
840,1852,67,1,44,0
841,1217,453,0,30,1
842,799,342,0,10,0
843,539,180,1,6,0
844,873,293,1,34,0
845,356,48,1,28,0
846,571,128,1,17,0
847,142,81,1,14,0
848,1740,44,1,29,1
849,350,358,1,24,1
850,1530,360,0,21,0
851,1551,436,1,9,1
852,1793,169,0,40,0
853,382,357,0,44,1
854,1078,192,0,11,0
855,779,28,1,40,1
856,1170,7,1,33,0
857,1280,119,0,6,0
858,1591,423,1,42,0
859,182,29,1,20,0
860,1608,119,1,27,1
861,1739,486,1,44,1
862,638,339,1,36,0
863,1218,497,1,47,0
864,1617,245,0,37,0
865,344,246,1,15,1
866,1619,129,0,48,0
867,390,309,0,36,0
868,1058,441,0,19,0
869,1616,364,0,37,0
870,484,249,0,12,1
871,949,156,1,31,0
872,1458,154,1,48,1
873,1352,250,1,46,1
874,911,386,0,44,1
875,1286,304,1,30,0
876,1867,438,1,2,1
877,935,120,0,7,1
878,1137,86,0,39,1
879,1038,114,0,23,0
880,1732,489,0,46,0
881,206,133,1,22,0
882,904,79,1,4,0
883,490,295,0,20,1
884,1546,13,1,13,0
885,1252,197,0,46,0
886,18,394,0,41,1
887,1776,18,1,38,1
888,1811,112,1,21,0
889,856,404,1,47,0
890,1378,101,0,34,0
891,1574,66,0,3,0
892,233,125,1,24,0
893,1537,161,0,28,1
894,219,220,0,39,0
895,1445,494,0,46,1
896,729,196,0,35,1
897,1159,269,1,42,0
898,1262,225,1,40,1
899,1329,131,1,30,1
900,965,108,1,1,0
901,1009,248,1,15,0
902,901,114,0,21,0
903,957,287,0,7,0
904,1409,269,0,30,1
905,950,293,0,46,0
906,526,59,0,3,1
907,852,145,0,14,0
908,1048,254,1,1,0
909,298,494,1,14,1
910,248,175,1,16,0
911,1588,315,1,37,1
912,910,425,1,19,0
913,1869,480,1,3,1
914,1356,392,1,24,1
915,301,200,0,44,1
916,1786,31,0,9,1
917,979,268,0,12,0
918,1877,187,1,14,0
919,1421,490,0,18,0
920,1098,243,1,40,1
921,615,212,0,37,0
922,922,452,0,20,1
923,1490,435,1,22,0
924,518,495,1,7,1
925,1696,231,0,4,1
926,130,305,0,44,0
927,1845,363,0,21,1
928,812,103,1,2,1
929,1876,474,0,34,0
930,1435,396,1,24,0
931,1485,488,1,41,0
932,53,386,0,27,0
933,1685,221,1,39,0
934,1384,258,1,33,1
935,1975,131,1,17,1
936,768,98,0,16,1
937,1758,263,1,29,0
938,1753,468,1,40,0
939,1936,383,1,18,1
940,1820,199,0,16,1
941,1656,378,0,47,0
942,1138,302,1,31,0
943,1184,153,1,15,0
944,1917,500,1,32,1
945,1982,471,0,24,1
946,778,277,1,26,0
947,1532,499,0,44,1
948,1239,310,1,9,0
949,604,67,0,2,0
950,577,419,1,22,0
951,117,80,0,12,1
952,1553,275,1,47,0
953,1298,124,1,22,1
954,935,471,1,16,0
955,780,204,1,23,0
956,1930,24,0,24,0
957,797,278,0,46,1
958,1588,273,0,38,0
959,1764,408,0,48,0
960,832,50,1,2,1
961,1472,319,0,13,1
962,106,404,1,16,1
963,1081,108,0,39,1
964,1590,95,0,30,0
965,1720,466,0,15,1
966,1468,297,0,16,0
967,1327,149,0,41,0
968,511,182,0,27,0
969,1095,217,1,43,1
970,1760,229,0,34,0
971,1354,182,0,27,0
972,756,446,1,39,1
973,744,366,1,31,0
974,67,8,0,1,0
975,778,65,0,16,0
976,1955,25,1,11,1
977,1352,33,0,2,1
978,1767,281,0,46,0
979,276,178,0,12,1
980,589,174,1,2,1
981,1880,365,0,24,1
982,1309,318,1,23,0
983,248,395,0,9,0
984,69,187,1,5,0
985,623,87,1,26,1
986,1576,448,0,1,0
987,422,283,0,2,0
988,42,212,0,20,0
989,787,476,0,11,0
990,1163,10,0,41,0
991,1055,463,1,2,0
992,391,98,1,16,0
993,1450,395,1,32,0
994,480,172,1,36,0
995,397,283,1,8,0
996,274,240,1,27,0
997,1421,39,0,46,0
998,1709,352,0,33,0
999,1546,6,0,8,1
1000,1219,400,0,23,1
1001,1232,445,1,30,0
1002,1377,279,0,23,0
1003,1924,200,1,41,1
1004,1268,231,1,37,1
1005,1552,124,1,7,0
1006,1025,476,1,35,0
1007,1396,116,0,30,0
1008,1861,390,1,41,0
1009,150,56,1,21,1
1010,1741,41,1,28,1
1011,818,408,0,22,1
1012,443,324,1,28,1
1013,359,393,0,33,1
1014,954,346,1,9,0
1015,229,310,0,31,0
1016,85,438,0,28,0
1017,973,208,1,37,0
1018,565,48,1,12,1
1019,75,210,1,40,0
1020,1074,440,0,1,1
1021,168,143,0,45,1
1022,1586,398,1,21,1
1023,1582,376,1,3,0
1024,1628,483,1,9,0
1025,687,248,1,43,0
1026,1952,4,1,42,1
1027,914,91,0,39,1
1028,1696,181,1,35,0
1029,63,90,0,15,1
1030,237,157,0,46,1
1031,1319,391,0,46,1
1032,69,11,0,32,0
1033,1780,488,1,20,0
1034,1150,431,0,47,1
1035,540,408,1,4,0
1036,1782,424,1,46,1
1037,1594,430,0,30,1
1038,1792,3,0,10,0
1039,1425,177,1,42,1
1040,341,364,1,32,0
1041,1220,14,0,38,0
1042,1316,4,1,5,0
1043,979,411,1,11,1
1044,902,130,1,44,1
1045,853,304,0,2,0
1046,152,168,0,12,1
1047,1972,67,0,38,1
1048,1043,400,1,22,0
1049,599,268,0,17,0
1050,162,305,0,9,1
1051,265,247,1,13,1
1052,1175,494,1,25,0
1053,1904,157,0,31,0
1054,1396,139,1,15,1
1055,1945,57,1,33,1
1056,633,55,1,43,1
1057,1608,216,1,15,0
1058,1207,382,1,18,0
1059,1003,225,1,7,1
1060,1459,142,0,43,0
1061,1174,141,0,15,1
1062,1609,349,0,38,1
1063,1540,359,0,2,1
1064,1032,297,0,2,0
1065,1272,358,0,23,0
1066,221,150,1,34,0
1067,1283,209,0,39,0
1068,1893,457,1,16,1
1069,1918,369,1,14,0
1070,129,372,0,44,0
1071,733,449,1,48,1
1072,1997,439,1,38,0
1073,266,320,1,17,1
1074,1502,67,0,25,0
1075,251,160,1,26,1
1076,42,454,1,44,0
1077,1692,344,1,41,0
1078,531,191,1,3,1
1079,660,209,0,18,0
1080,112,246,1,4,0
1081,847,416,0,1,0
1082,1083,23,1,3,1
1083,558,372,0,40,1
1084,1219,296,0,32,1
1085,747,115,1,31,0
1086,1198,37,0,17,0
1087,949,52,1,44,0
1088,1423,138,0,4,0
1089,902,454,0,48,0
1090,585,469,0,25,1
1091,362,364,0,31,1
1092,88,486,1,42,0
1093,1494,365,0,18,1
1094,1365,104,0,7,0
1095,1091,175,1,38,0
1096,870,158,0,43,1
1097,1445,210,0,19,0
1098,1673,264,1,20,1
1099,767,365,0,24,1
1100,1772,241,0,14,0
1101,1464,437,1,10,0
1102,162,208,0,12,0
1103,70,443,1,13,0
1104,869,169,0,11,0
1105,1504,125,0,20,0
